lga,"Oceania and Antarctica, nfd","Australia (includes External Territories), nfd",Australia,Norfolk Island,"Australian External Territories, nec",New Zealand,"Melanesia, nfd",New Caledonia,Papua New Guinea,Solomon Islands,Vanuatu,"Micronesia, nfd",Guam,Kiribati,Marshall Islands,"Micronesia, Federated States of",Nauru,Northern Mariana Islands,Palau,"Polynesia (excludes Hawaii), nfd",Cook Islands,Fiji,French Polynesia,Niue,Samoa,"Samoa, American",Tokelau,Tonga,Tuvalu,Wallis and Futuna,Pitcairn Islands,"Polynesia (excludes Hawaii), nec","Antarctica, nfd",Adelie Land (France),Argentinian Antarctic Territory,Australian Antarctic Territory,British Antarctic Territory,Chilean Antarctic Territory,Queen Maud Land (Norway),Ross Dependency (New Zealand),"North-West Europe, nfd","United Kingdom, Channel Islands and Isle of Man, nfd",England,Isle of Man,Northern Ireland,Scotland,Wales,Guernsey,Jersey,Ireland,"Western Europe, nfd",Austria,Belgium,France,Germany,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,"Northern Europe, nfd",Denmark,Faroe Islands,Finland,Greenland,Iceland,Norway,Sweden,Aland Islands,"Southern and Eastern Europe, nfd","Southern Europe, nfd",Andorra,Gibraltar,Holy See,Italy,Malta,Portugal,San Marino,Spain,"South Eastern Europe, nfd",Albania,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Former Yugoslav Republic of Macedonia (FYROM),Greece,Moldova,Romania,Slovenia,Montenegro,Serbia,Kosovo,"Eastern Europe, nfd",Belarus,Czech Republic,Estonia,Hungary,Latvia,Lithuania,Poland,Russian Federation,Slovakia,Ukraine,"North Africa and the Middle East, nfd","North Africa, nfd",Algeria,Egypt,Libya,Morocco,Sudan,Tunisia,Western Sahara,Spanish North Africa,South Sudan,"Middle East, nfd",Bahrain,Gaza Strip and West Bank,Iran,Iraq,Israel,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi Arabia,Syria,Turkey,United Arab Emirates,Yemen,"South-East Asia, nfd","Mainland South-East Asia, nfd",Burma (Republic of the Union of Myanmar),Cambodia,Laos,Thailand,Vietnam,"Maritime South-East Asia, nfd",Brunei Darussalam,Indonesia,Malaysia,Philippines,Singapore,Timor-Leste,"North-East Asia, nfd","Chinese Asia (includes Mongolia), nfd",China (excludes SARs and Taiwan),Hong Kong (SAR of China),Macau (SAR of China),Mongolia,Taiwan,"Japan and the Koreas, nfd",Japan,"Korea, Democratic People's Republic of (North)","Korea, Republic of (South)","Southern and Central Asia, nfd","Southern Asia, nfd",Bangladesh,Bhutan,India,Maldives,Nepal,Pakistan,Sri Lanka,"Central Asia, nfd",Afghanistan,Armenia,Azerbaijan,Georgia,Kazakhstan,Kyrgyzstan,Tajikistan,Turkmenistan,Uzbekistan,"Americas, nfd","Northern America, nfd",Bermuda,Canada,St Pierre and Miquelon,United States of America,"South America, nfd",Argentina,"Bolivia, Plurinational State of",Brazil,Chile,Colombia,Ecuador,Falkland Islands,French Guiana,Guyana,Paraguay,Peru,Suriname,Uruguay,"Venezuela, Bolivarian Republic of","South America, nec","Central America, nfd",Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,"Caribbean, nfd",Anguilla,Antigua and Barbuda,Aruba,Bahamas,Barbados,Cayman Islands,Cuba,Dominica,Dominican Republic,Grenada,Guadeloupe,Haiti,Jamaica,Martinique,Montserrat,Puerto Rico,St Kitts and Nevis,St Lucia,St Vincent and the Grenadines,Trinidad and Tobago,Turks and Caicos Islands,"Virgin Islands, British","Virgin Islands, United States",St Barthelemy,St Martin (French part),"Bonaire, Sint Eustatius and Saba",Curacao,Sint Maarten (Dutch part),"Sub-Saharan Africa, nfd","Central and West Africa, nfd",Benin,Burkina Faso,Cameroon,Cape Verde,Central African Republic,Chad,"Congo, Republic of","Congo, Democratic Republic of",Cote d'Ivoire,Equatorial Guinea,Gabon,Gambia,Ghana,Guinea,Guinea-Bissau,Liberia,Mali,Mauritania,Niger,Nigeria,Sao Tome and Principe,Senegal,Sierra Leone,Togo,"Southern and East Africa, nfd",Angola,Botswana,Burundi,Comoros,Djibouti,Eritrea,Ethiopia,Kenya,Lesotho,Madagascar,Malawi,Mauritius,Mayotte,Mozambique,Namibia,Reunion,Rwanda,St Helena,Seychelles,Somalia,South Africa,Swaziland,Tanzania,Uganda,Zambia,Zimbabwe,"Southern and East Africa, nec",Inadequately described,At sea,Not stated
Singleton (A),0,0,19771,0,0,488,0,0,24,0,3,0,0,0,0,0,0,0,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,7,70,25,0,3,37,0,4,0,17,50,0,0,0,53,6,0,0,0,3,0,0,3,3,0,0,0,0,3,0,12,12,0,0,3,4,0,0,0,3,0,0,5,0,0,0,0,3,0,0,0,3,0,6,0,0,10,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,16,15,0,0,22,17,94,7,0,0,0,34,17,0,0,3,0,6,0,12,0,0,11,0,39,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,32,0,6,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,137,0,0,0,4,20,0,0,0,1061
Snowy River (A),0,0,5616,0,0,93,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,8,37,5,0,0,10,0,35,3,13,68,0,0,0,20,25,0,3,0,16,0,0,0,3,0,0,0,0,0,0,14,0,0,0,4,9,0,4,0,7,0,3,5,0,0,3,0,0,0,4,0,9,0,7,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,18,0,0,0,0,7,11,3,0,0,0,9,7,0,0,17,0,5,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,32,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,3,0,0,0,976
Strathfield (A),0,0,14014,0,0,329,0,0,37,10,0,0,0,0,0,0,0,0,0,0,7,154,0,0,21,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,4,296,0,25,45,10,0,0,137,0,17,8,26,79,0,0,0,25,13,0,0,0,7,0,0,11,4,0,0,0,0,0,0,516,40,47,0,38,43,0,26,3,103,67,19,212,0,32,19,4,35,0,14,3,6,3,41,12,9,84,52,3,22,0,0,0,211,3,0,27,3,0,0,0,0,6,7,56,29,12,19,12,664,10,3,13,32,87,16,0,0,0,110,43,24,120,706,0,7,230,367,303,109,4,0,0,3267,693,13,0,152,0,56,0,2642,0,0,121,0,2813,0,524,148,1414,0,15,0,0,0,8,0,0,0,3,0,0,0,29,0,79,3,21,0,16,75,37,10,0,0,3,0,41,0,34,13,0,0,0,0,10,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,11,0,0,3,0,0,3,3,0,0,0,3,7,11,0,0,0,45,0,0,0,0,0,0,0,3,105,0,10,0,10,30,0,20,0,2645
Sutherland Shire (A),0,0,166122,3,0,3342,0,16,152,15,8,0,0,8,0,0,3,0,0,0,26,372,0,8,42,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7988,6,218,1117,270,0,10,756,0,176,48,194,916,0,0,0,587,121,0,85,0,63,0,8,13,101,0,0,0,0,4,0,1155,364,183,0,115,185,15,181,26,457,275,579,1031,9,66,58,3,119,0,52,21,91,14,141,37,31,361,363,71,130,0,0,3,862,12,8,34,5,0,0,5,0,17,17,108,57,41,17,10,610,3,0,19,44,132,25,7,0,0,46,61,22,317,391,0,9,419,540,923,270,27,0,0,1796,674,27,6,118,0,216,0,199,0,0,77,0,948,0,71,95,141,0,6,5,0,8,11,0,0,3,3,0,0,0,435,0,727,0,130,7,200,321,168,17,3,0,6,3,108,0,128,40,0,0,0,3,23,3,0,31,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,5,0,0,0,12,0,7,11,0,4,3,0,0,0,0,0,11,93,0,0,0,144,0,9,3,0,0,0,5,0,1269,0,16,29,27,93,0,86,0,8176
Sydney (C),0,0,74588,3,0,5526,0,48,183,11,7,0,0,3,0,0,3,0,0,0,23,404,9,0,35,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,44,8228,6,217,973,253,3,3,1740,0,178,105,1200,1179,0,8,3,425,204,0,121,4,90,0,16,93,242,0,0,0,0,10,0,906,171,210,0,289,195,12,139,46,221,179,128,824,42,127,34,9,208,3,77,49,230,38,265,54,47,606,805,178,649,0,0,14,210,14,40,27,9,0,0,0,3,25,9,500,82,161,77,57,406,9,3,422,41,454,43,4,0,0,116,91,56,3628,1805,3,34,3705,2012,1410,1058,45,0,0,9106,1889,66,74,795,0,1424,3,2963,0,0,307,0,1872,0,484,156,305,0,19,16,14,17,37,3,4,3,52,0,0,7,835,0,2150,0,233,19,682,346,536,79,0,0,15,8,160,0,103,97,0,0,3,4,35,9,3,175,13,7,0,0,0,3,5,0,0,20,0,0,0,0,3,19,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,0,0,0,37,0,0,9,0,0,0,38,0,3,9,4,4,12,13,3,0,4,7,21,113,3,10,13,119,0,7,12,7,0,0,11,5,1041,3,25,20,40,139,0,215,3,22777
Tamworth Regional (A),0,0,50162,0,0,383,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,4,9,148,29,0,0,51,0,17,4,11,116,0,0,0,92,9,0,12,0,3,0,0,5,6,0,0,0,0,0,0,38,19,0,0,3,10,0,0,0,16,0,0,19,0,3,8,0,0,0,7,0,4,0,12,0,0,11,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,5,3,0,0,15,0,0,0,0,6,0,0,0,0,3,0,11,27,12,0,0,21,39,162,52,0,0,0,71,22,0,0,3,0,9,0,48,0,0,7,0,90,0,11,11,24,0,7,0,0,3,0,0,0,0,0,0,0,0,43,0,102,0,3,0,3,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,104,0,0,0,0,28,0,6,0,3159
Temora (A),0,0,5255,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,11,5,0,0,3,0,0,0,0,11,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,23,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,277
Tenterfield (A),0,0,5854,0,0,86,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,15,6,0,0,14,0,3,4,4,30,0,0,0,27,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,15,0,0,0,0,3,4,0,0,0,0,7,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,451
The Hills Shire (A),0,0,109480,0,0,2590,0,15,143,21,14,0,0,0,0,0,0,0,0,0,10,840,0,0,31,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6138,6,188,760,165,8,4,521,0,152,54,138,769,0,0,0,463,118,0,68,0,61,0,3,43,76,0,0,0,0,3,0,1331,521,72,0,119,153,0,100,24,458,117,63,384,0,93,47,9,137,0,61,9,78,24,193,39,15,541,161,43,87,0,0,0,645,12,6,53,3,0,0,0,0,20,54,1305,150,73,97,45,1015,11,10,44,99,305,82,4,0,0,183,95,36,266,669,5,22,827,1840,2319,625,46,0,0,6171,2893,68,0,556,0,193,0,2841,0,6,240,0,4228,0,76,460,2349,0,364,18,3,4,8,6,0,0,13,0,0,7,299,0,798,3,141,15,82,319,86,37,0,0,11,8,156,0,178,33,0,0,0,10,19,3,0,52,4,0,0,0,0,0,3,4,3,10,0,0,0,0,0,5,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,84,0,0,0,0,0,0,38,0,4,7,0,3,5,18,0,0,0,0,8,128,0,0,7,189,0,5,7,0,0,0,8,0,2347,0,33,37,55,204,0,57,0,5041
Tumbarumba (A),0,0,2883,0,0,42,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,3,18,0,0,0,4,0,4,0,0,22,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,180
Tumut Shire (A),0,0,9448,0,0,148,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,3,38,3,0,0,8,0,8,0,0,55,0,0,0,26,4,0,0,0,35,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,0,13,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,3,0,0,3,5,32,3,0,0,0,21,6,0,0,7,0,3,0,3,0,0,0,0,32,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,104,0,0,0,3,11,0,0,0,575
Tweed (A),0,0,67476,4,0,2511,0,8,102,6,7,0,0,0,0,0,0,0,0,0,3,78,0,5,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4540,10,111,598,163,3,7,189,0,59,28,92,429,0,0,0,335,47,0,35,0,28,0,0,4,36,0,0,0,0,3,0,191,78,3,0,24,39,0,9,3,34,15,3,31,0,9,21,0,15,0,5,0,25,0,48,18,15,59,27,12,15,0,0,3,32,0,3,0,3,0,0,0,0,0,0,12,11,20,4,0,16,5,0,4,0,12,3,0,0,0,5,0,5,116,31,0,3,58,102,301,50,5,0,0,220,31,0,0,3,0,119,0,29,0,0,0,0,247,0,3,11,24,0,0,0,0,0,0,3,0,0,0,0,8,0,162,0,326,0,16,0,91,17,10,0,0,0,0,0,9,0,33,9,0,0,0,0,0,3,0,5,0,0,0,0,0,0,5,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,4,12,0,0,0,21,0,0,0,0,0,0,5,0,261,0,5,7,4,46,0,13,0,4846
Upper Hunter Shire (A),0,0,12095,0,0,209,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,230,0,6,28,11,0,0,47,0,0,0,5,23,0,0,0,22,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,3,9,29,6,0,0,0,22,3,0,0,21,0,3,0,10,0,0,3,0,4,0,10,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,31,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,5,0,0,0,728
Upper Lachlan Shire (A),0,0,6310,0,0,49,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,40,8,0,0,9,0,7,3,4,30,0,0,0,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,4,0,3,11,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,5,3,3,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,357
Uralla (A),0,0,5360,0,0,56,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,18,4,0,0,0,0,4,3,3,11,0,0,0,19,7,0,5,0,0,0,0,0,3,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,7,0,0,0,5,0,5,0,0,0,0,4,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,292
Urana (A),0,0,1022,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
Wagga Wagga (C),0,0,52234,0,0,430,0,0,46,8,0,0,0,0,0,0,0,0,0,0,0,54,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,3,26,146,19,0,0,82,0,19,5,25,138,0,0,0,119,12,0,15,0,13,0,0,4,10,0,0,0,0,0,0,55,11,3,0,3,20,0,7,3,23,3,0,33,0,7,12,0,19,0,9,0,8,3,15,0,3,27,11,0,10,0,0,0,82,0,0,107,0,0,0,19,0,7,0,30,31,8,8,9,6,0,0,21,5,9,4,0,0,0,51,6,0,27,37,0,0,21,95,160,22,0,0,0,257,52,0,5,21,0,16,0,48,0,0,32,0,278,0,25,63,85,0,33,0,0,0,0,0,0,0,0,0,0,0,59,0,89,0,0,0,10,12,3,0,0,0,0,0,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,18,4,0,20,0,0,0,7,0,0,27,0,0,0,0,21,0,0,0,13,21,0,0,0,4,0,0,0,0,3,0,0,0,192,0,11,15,6,96,0,8,0,2551
Wakool (A),0,0,3455,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,18,0,0,0,3,0,5,0,0,9,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,3,20,0,0,0,0,5,3,0,0,0,0,0,0,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254
Walcha (A),0,0,2742,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,8,4,0,0,0,0,0,0,4,7,0,0,0,5,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,126
