lga,"Oceanian, nfd","Australian Peoples, nfd",Australian,Australian Aboriginal,Australian South Sea Islander,Torres Strait Islander,"New Zealand Peoples, nfd",Maori,New Zealander,"Melanesian and Papuan, nfd",New Caledonian,Ni-Vanuatu,Papua New Guinean,Solomon Islander,"Melanesian and Papuan, nec","Micronesian, nfd",I-Kiribati,Nauruan,"Micronesian, nec","Polynesian, nfd",Cook Islander,Fijian,Niuean,Samoan,Tongan,Hawaiian,Tahitian,Tokelauan,Tuvaluan,Pitcairn,"Polynesian, nec","North-West European, nfd","British, nfd",English,Scottish,Welsh,Channel Islander,Manx,"British, nec",Irish,"Western European, nfd",Austrian,Dutch,Flemish,French,German,Swiss,Belgian,Frisian,Luxembourg,"Western European, nec","Northern European, nfd",Danish,Finnish,Icelandic,Norwegian,Swedish,"Northern European, nec","Southern and Eastern European, nfd","Southern European, nfd",Basque,Catalan,Italian,Maltese,Portuguese,Spanish,Gibraltarian,"Southern European, nec","South Eastern European, nfd",Albanian,Bosnian,Bulgarian,Croatian,Greek,Macedonian,Moldovan,Montenegrin,Romanian,Roma Gypsy,Serbian,Slovene,Cypriot,Vlach,"South Eastern European, nec","Eastern European, nfd",Belarusan,Czech,Estonian,Hungarian,Latvian,Lithuanian,Polish,Russian,Slovak,Ukrainian,Sorb/Wend,"Eastern European, nec","North African and Middle Eastern, nfd","Arab, nfd",Algerian,Egyptian,Iraqi,Jordanian,Kuwaiti,Lebanese,Libyan,Moroccan,Palestinian,Saudi Arabian,Syrian,Tunisian,Yemeni,Bahraini,Emirati,Omani,Qatari,"Arab, nec",Jewish,"Peoples of the Sudan, nfd",Bari,Darfur,Dinka,Nuer,South Sudanese,Sudanese,"Peoples of the Sudan, nec","Other North African and Middle Eastern, nfd",Berber,Coptic,Iranian,Kurdish,Turkish,Assyrian,Chaldean,Mandaean,Nubian,Yezidi,"Other North African and Middle Eastern, nec","South-East Asian, nfd","Mainland South-East Asian, nfd",Anglo-Burmese,Burmese,Hmong,Khmer (Cambodian),Lao,Thai,Vietnamese,Karen,Mon,Chin,Rohingya,"Mainland South-East Asian, nec","Maritime South-East Asian, nfd",Filipino,Indonesian,Javanese,Madurese,Malay,Sundanese,Timorese,Acehnese,Balinese,Bruneian,Kadazan,Singaporean,Temoq,"Maritime South-East Asian, nec","North-East Asian, nfd","Chinese Asian, nfd",Chinese,Taiwanese,"Chinese Asian, nec","Other North-East Asian, nfd",Japanese,Korean,Mongolian,Tibetan,"Other North-East Asian, nec","Southern and Central Asian, nfd","Southern Asian, nfd",Anglo-Indian,Bengali,Burgher,Gujarati,Indian,Malayali,Nepalese,Pakistani,Punjabi,Sikh,Sinhalese,Maldivian,Bangladeshi,Bhutanese,Fijian Indian,Kashmiri,Parsi,Sindhi,Sri Lankan,Sri Lankan Tamil,Indian Tamil,"Tamil, nfd",Telugu,"Southern Asian, nec","Central Asian, nfd",Afghan,Armenian,Georgian,Kazakh,Pathan,Uzbek,Azeri,Hazara,Tajik,Tatar,Turkmen,Uighur,Kyrgyz,"Central Asian, nec","Peoples of the Americas, nfd","North American, nfd",African American,American,Canadian,French Canadian,Hispanic North American,Native North American Indian,Bermudan,"North American, nec","South American, nfd",Argentinian,Bolivian,Brazilian,Chilean,Colombian,Ecuadorian,Guyanese,Peruvian,Uruguayan,Venezuelan,Paraguayan,"South American, nec","Central American, nfd",Mexican,Nicaraguan,Salvadoran,Costa Rican,Guatemalan,Mayan,"Central American, nec","Caribbean Islander, nfd",Cuban,Jamaican,Trinidadian Tobagonian,Barbadian,Puerto Rican,"Caribbean Islander, nec","Sub-Saharan African, nfd","Central and West African, nfd",Akan,Fulani,Ghanaian,Nigerian,Yoruba,Ivorean,Liberian,Sierra Leonean,Acholi,Cameroonian,Congolese,Gio,Igbo,Krahn,Mandinka,Senegalese,Themne,Togolese,"Central and West African, nec","Southern and East African, nfd",Afrikaner,Angolan,Eritrean,Ethiopian,Kenyan,Malawian,Mauritian,Mozambican,Namibian,Oromo,Seychellois,Somali,South African,Tanzanian,Ugandan,Zambian,Zimbabwean,Amhara,Batswana,Hutu,Masai,Tigrayan,Tigre,Zulu,Burundian,Kunama,Madi,Ogaden,Rwandan,Shona,Swahili,Swazilander,"Southern and East African, nec",Inadequately described,"Eurasian, so described","Asian, so described","African, so described","European, so described","Caucasian, so described","Creole, so described",Not stated
Townsville (C),46,5,50093,648,135,290,0,398,630,44,0,5,574,22,0,0,9,0,0,30,164,126,16,109,38,0,3,187,22,0,7,6,23,71817,8642,270,0,0,0,12362,0,114,938,5,308,4245,101,41,0,0,0,23,213,127,7,83,126,0,0,0,20,0,5240,204,83,327,0,0,43,9,12,16,107,642,29,3,0,39,0,49,34,43,0,0,16,10,64,14,134,36,22,332,156,17,87,0,0,11,66,3,74,30,0,0,34,0,8,8,0,0,4,0,0,0,0,0,0,15,17,0,0,4,0,25,44,0,0,0,0,80,9,26,10,0,0,0,0,9,0,0,0,84,18,34,19,236,324,64,0,0,0,0,0,1591,125,0,0,84,0,9,0,7,0,0,3,0,7,0,0,1839,34,0,0,127,288,8,0,0,0,10,12,13,0,0,1756,6,140,77,34,4,47,6,59,21,21,0,0,0,229,28,0,26,0,3,0,39,3,0,0,0,0,0,9,0,4,0,0,0,0,21,4,5,145,94,5,10,24,0,0,12,13,0,34,29,22,5,0,19,4,19,0,3,4,13,0,36,5,0,0,4,6,4,3,3,0,0,0,0,0,0,0,32,41,3,0,18,0,0,0,205,0,10,0,6,0,0,0,6,0,38,0,6,26,49,6,23,0,0,0,22,261,399,14,0,8,113,0,4,0,0,0,0,0,4,0,0,0,39,9,0,0,9,266,9,81,190,60,4,0,15442
Weipa (T),8,0,1399,25,9,46,0,14,13,0,0,0,15,0,0,0,0,0,0,4,0,24,0,0,0,0,0,4,0,0,0,0,0,1192,152,3,0,0,0,232,0,0,19,0,3,81,0,0,0,0,0,0,5,3,0,5,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,9,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,411
Western Downs (R),0,0,11003,24,0,0,0,48,63,0,0,0,22,0,0,0,0,0,0,0,9,22,0,16,5,0,0,0,0,0,0,0,0,11786,1426,23,0,0,0,2072,0,3,143,0,19,1341,9,0,0,0,0,0,32,13,0,0,13,0,0,0,0,0,153,9,6,21,0,0,4,0,0,0,20,14,0,0,0,38,0,7,0,3,0,0,0,0,10,4,9,0,0,27,20,3,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,0,0,0,0,0,0,0,0,0,0,0,9,0,17,8,0,0,0,0,0,0,373,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,13,0,0,0,0,0,0,0,0,0,183,4,0,0,11,0,12,0,3,0,0,0,0,0,5,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,27,12,4,0,0,3900
Whitsunday (R),6,0,9142,63,84,13,0,108,162,0,0,3,23,6,0,0,0,0,0,4,0,14,4,9,70,0,0,0,0,0,0,0,0,12325,1493,70,0,0,0,1705,0,17,205,0,96,794,23,16,0,0,0,0,39,22,0,19,27,0,0,0,0,0,637,48,13,70,0,0,10,0,0,5,18,54,0,0,4,3,0,10,8,4,0,0,6,3,14,12,33,10,9,68,21,0,11,0,0,0,4,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,22,0,0,0,0,0,3,3,0,0,0,0,5,0,88,61,0,0,0,0,0,0,290,25,0,0,14,0,0,0,0,0,0,0,0,0,0,0,347,58,0,0,79,156,0,0,0,0,3,0,0,0,0,84,0,20,7,3,4,0,0,0,0,3,0,0,0,34,7,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,30,4,0,4,0,0,5,6,0,4,5,12,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,67,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,7,3,11,3,0,4486
Winton (S),0,0,376,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,49,0,0,0,0,78,0,0,7,0,0,25,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
Woorabinda (S),0,0,57,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,56
Wujal Wujal (S),0,0,15,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Yarrabah (S),0,0,69,2338,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,98
No usual address (Qld),0,0,2561,30,6,9,0,54,79,0,6,0,22,3,0,0,0,0,0,0,5,10,5,15,5,0,0,0,0,0,0,0,0,3975,536,45,0,0,0,677,0,17,131,0,82,310,3,11,0,0,0,4,27,13,0,10,27,0,0,0,0,0,194,18,6,19,0,0,9,0,3,0,8,23,0,0,0,4,0,12,0,0,0,0,0,0,6,7,7,0,0,33,6,0,5,0,0,0,4,0,6,9,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,12,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,14,26,0,0,0,0,0,0,51,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,247,56,0,0,30,44,0,0,0,0,0,0,0,0,0,62,0,9,6,4,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,6,0,0,0,0,0,4,0,10,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,0,4,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,62,0,5,9,6,0,0,2603
Migratory - Offshore - Shipping (Qld),0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,6,0,0,0,0,7,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Adelaide (C),0,0,2479,35,0,0,0,4,29,0,0,4,0,5,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,3,7,5534,650,38,0,0,0,895,0,8,90,0,63,446,11,11,0,0,0,0,18,11,0,17,18,0,5,0,0,0,702,24,37,93,0,0,11,3,11,11,51,315,5,0,3,24,0,37,9,12,0,0,8,0,8,10,38,26,3,96,71,7,36,0,0,4,107,3,25,14,9,0,36,4,7,12,52,4,0,0,0,0,36,0,0,15,3,0,0,0,0,10,12,0,0,0,0,120,0,23,0,0,0,0,0,3,0,0,0,23,0,21,3,75,255,0,0,8,0,0,0,127,37,6,0,101,0,5,0,0,0,0,12,0,3,0,0,4544,27,0,0,116,321,0,5,0,0,6,7,13,0,0,583,0,17,51,8,0,20,5,37,0,4,0,0,0,79,0,0,3,0,0,0,25,5,0,0,0,0,4,13,0,0,9,0,0,0,0,0,4,33,14,0,0,0,0,0,7,3,0,71,11,39,4,0,9,0,13,0,0,0,30,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,18,10,3,4,4,0,3,0,0,25,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5,14,36,4,0,0,2501
Adelaide Hills (DC),0,0,9347,3,0,0,0,11,36,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,13,17880,1753,92,4,0,0,1671,0,45,416,0,63,2101,34,5,0,0,0,5,35,20,0,24,18,0,3,0,0,0,1280,42,12,30,0,0,23,5,0,20,54,164,7,0,0,20,0,25,12,14,0,0,3,0,25,14,80,54,30,223,81,6,75,0,0,0,6,0,0,4,0,0,36,0,0,9,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,44,3,10,0,0,0,0,0,6,0,0,0,0,0,11,3,24,76,0,0,0,0,0,0,69,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,314,4,0,0,26,11,0,3,0,0,0,5,0,0,0,43,0,0,0,0,0,7,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,48,17,0,0,4,0,0,0,5,0,0,6,7,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,93,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,50,0,0,7,9,0,0,1877
Alexandrina (DC),0,0,6871,5,0,0,0,16,41,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,12204,1296,68,0,0,0,1055,0,20,298,0,36,1081,11,14,0,0,0,0,17,9,0,12,8,0,0,0,0,0,323,22,3,5,0,0,14,0,0,0,17,33,0,0,0,8,4,7,0,7,0,0,4,0,10,11,33,19,14,57,16,3,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,4,0,0,8,4,0,0,0,0,0,0,0,0,0,26,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,9,0,15,0,0,1786
Anangu Pitjantjatjara (AC),0,0,102,1723,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,21,0,0,0,0,29,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
Barossa (DC),0,0,6218,0,0,0,0,3,40,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9654,966,31,0,0,0,932,0,39,183,0,27,3263,5,3,0,0,0,0,12,17,0,6,8,0,5,0,0,0,288,26,5,10,0,0,14,0,0,4,13,29,0,0,0,8,0,16,12,3,0,0,0,4,4,5,13,18,12,48,9,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,4,8,0,0,0,0,0,0,0,0,0,22,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,7,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29,0,0,0,13,0,0,1295
Barunga West (DC),0,0,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,92,0,0,0,0,91,0,0,21,0,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,175
Berri and Barmera (DC),0,0,3045,24,0,0,0,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3916,359,6,0,0,0,308,0,11,70,0,8,662,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,203,5,0,4,0,0,24,0,7,0,62,429,3,0,0,11,0,6,32,8,0,0,0,0,0,0,24,0,0,33,11,0,0,0,0,0,5,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,71,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,5,3,0,0,0,0,0,0,5,0,0,91,0,0,0,34,27,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,11,0,0,841
Burnside (C),8,0,7276,5,0,0,0,10,67,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,14973,1633,69,0,0,0,2017,0,46,188,3,102,1203,30,16,0,0,0,4,19,18,0,13,17,0,8,0,0,0,3009,64,22,66,0,0,38,15,17,25,144,1020,13,0,0,26,0,74,19,50,0,0,10,5,25,22,114,107,52,259,121,18,89,0,0,3,30,0,63,10,0,0,160,0,0,28,0,8,0,0,0,0,0,0,0,17,0,0,0,0,0,0,15,0,0,0,9,308,25,28,0,0,0,0,0,10,10,0,0,10,0,21,11,54,272,0,0,0,0,0,0,194,57,3,0,82,0,0,0,0,0,0,4,0,0,0,0,4383,48,0,0,125,402,0,0,0,0,14,11,13,0,3,1151,11,24,89,13,26,83,3,58,0,0,0,0,0,316,25,0,48,0,0,0,10,10,0,0,0,13,0,3,0,15,0,0,0,0,6,0,0,56,28,3,0,0,0,0,4,3,0,18,24,41,0,0,11,0,17,0,3,0,29,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,12,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,18,4,3,3,0,0,0,0,0,101,7,0,4,5,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,45,7,26,46,21,0,0,1799
