lga,"Oceania and Antarctica, nfd","Australia (includes External Territories), nfd",Australia,Norfolk Island,"Australian External Territories, nec",New Zealand,"Melanesia, nfd",New Caledonia,Papua New Guinea,Solomon Islands,Vanuatu,"Micronesia, nfd",Guam,Kiribati,Marshall Islands,"Micronesia, Federated States of",Nauru,Northern Mariana Islands,Palau,"Polynesia (excludes Hawaii), nfd",Cook Islands,Fiji,French Polynesia,Niue,Samoa,"Samoa, American",Tokelau,Tonga,Tuvalu,Wallis and Futuna,Pitcairn Islands,"Polynesia (excludes Hawaii), nec","Antarctica, nfd",Adelie Land (France),Argentinian Antarctic Territory,Australian Antarctic Territory,British Antarctic Territory,Chilean Antarctic Territory,Queen Maud Land (Norway),Ross Dependency (New Zealand),"North-West Europe, nfd","United Kingdom, Channel Islands and Isle of Man, nfd",England,Isle of Man,Northern Ireland,Scotland,Wales,Guernsey,Jersey,Ireland,"Western Europe, nfd",Austria,Belgium,France,Germany,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,"Northern Europe, nfd",Denmark,Faroe Islands,Finland,Greenland,Iceland,Norway,Sweden,Aland Islands,"Southern and Eastern Europe, nfd","Southern Europe, nfd",Andorra,Gibraltar,Holy See,Italy,Malta,Portugal,San Marino,Spain,"South Eastern Europe, nfd",Albania,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,The former Yugoslav Republic of Macedonia,Greece,Moldova,Romania,Slovenia,Montenegro,Serbia,Kosovo,"Eastern Europe, nfd",Belarus,Czech Republic,Estonia,Hungary,Latvia,Lithuania,Poland,Russian Federation,Slovakia,Ukraine,"North Africa and the Middle East, nfd","North Africa, nfd",Algeria,Egypt,Libya,Morocco,Sudan,Tunisia,Western Sahara,Spanish North Africa,South Sudan,"Middle East, nfd",Bahrain,Gaza Strip and West Bank,Iran,Iraq,Israel,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi Arabia,Syria,Turkey,United Arab Emirates,Yemen,"South-East Asia, nfd","Mainland South-East Asia, nfd",Myanmar,Cambodia,Laos,Thailand,Vietnam,"Maritime South-East Asia, nfd",Brunei Darussalam,Indonesia,Malaysia,Philippines,Singapore,Timor-Leste,"North-East Asia, nfd","Chinese Asia (includes Mongolia), nfd",China (excludes SARs and Taiwan),Hong Kong (SAR of China),Macau (SAR of China),Mongolia,Taiwan,"Japan and the Koreas, nfd",Japan,"Korea, Democratic People's Republic of (North)","Korea, Republic of (South)","Southern and Central Asia, nfd","Southern Asia, nfd",Bangladesh,Bhutan,India,Maldives,Nepal,Pakistan,Sri Lanka,"Central Asia, nfd",Afghanistan,Armenia,Azerbaijan,Georgia,Kazakhstan,Kyrgyzstan,Tajikistan,Turkmenistan,Uzbekistan,"Americas, nfd","Northern America, nfd",Bermuda,Canada,St Pierre and Miquelon,United States of America,"South America, nfd",Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,Falkland Islands,French Guiana,Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela,"South America, nec","Central America, nfd",Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,"Caribbean, nfd",Anguilla,Antigua and Barbuda,Aruba,Bahamas,Barbados,Cayman Islands,Cuba,Dominica,Dominican Republic,Grenada,Guadeloupe,Haiti,Jamaica,Martinique,Montserrat,Puerto Rico,St Kitts and Nevis,St Lucia,St Vincent and the Grenadines,Trinidad and Tobago,Turks and Caicos Islands,"Virgin Islands, British","Virgin Islands, United States",St Barthelemy,St Martin (French part),"Bonaire, Sint Eustatius and Saba",Curacao,Sint Maarten (Dutch part),"Sub-Saharan Africa, nfd","Central and West Africa, nfd",Benin,Burkina Faso,Cameroon,Cabo Verde,Central African Republic,Chad,"Congo, Republic of","Congo, Democratic Republic of",Cote d'Ivoire,Equatorial Guinea,Gabon,Gambia,Ghana,Guinea,Guinea-Bissau,Liberia,Mali,Mauritania,Niger,Nigeria,Sao Tome and Principe,Senegal,Sierra Leone,Togo,"Southern and East Africa, nfd",Angola,Botswana,Burundi,Comoros,Djibouti,Eritrea,Ethiopia,Kenya,Lesotho,Madagascar,Malawi,Mauritius,Mayotte,Mozambique,Namibia,Reunion,Rwanda,St Helena,Seychelles,Somalia,South Africa,Swaziland,Tanzania,Uganda,Zambia,Zimbabwe,"Southern and East Africa, nec",Inadequately described,At sea,Not stated
Blayney (A),0,0,6202,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,4,21,4,0,0,10,0,3,0,7,25,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11,6,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,602
Blue Mountains (C),0,0,60027,3,0,1119,0,3,73,4,8,0,0,3,0,0,0,0,0,0,0,78,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4390,5,128,537,132,6,5,284,0,120,28,106,560,0,0,0,359,62,0,44,0,28,0,0,10,44,0,0,0,0,0,0,172,87,20,0,38,55,0,17,7,75,16,8,70,0,26,14,0,21,0,49,0,75,9,107,19,13,183,25,25,10,0,0,0,55,0,4,6,0,0,0,0,0,0,0,29,22,27,3,0,49,0,0,3,7,14,4,0,0,0,15,41,8,122,129,3,8,132,156,264,70,3,0,0,212,96,0,0,32,0,109,0,96,0,0,4,4,259,0,15,24,61,0,3,3,0,0,7,3,0,0,0,0,0,0,193,0,445,0,57,7,38,102,20,4,0,0,0,0,23,0,51,6,0,0,0,0,6,3,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,8,30,0,0,0,48,0,0,3,0,0,0,0,0,289,0,7,0,14,34,0,28,0,3918
Bogan (A),0,0,2237,0,0,19,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,5,0,331
Botany Bay (C),0,0,22687,0,0,881,0,3,31,13,3,0,0,0,0,0,0,0,0,0,17,257,0,24,21,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1037,0,57,177,33,3,0,463,0,27,19,94,118,0,0,0,55,15,0,14,0,8,0,0,7,34,0,0,0,0,0,0,355,190,139,0,74,81,8,63,12,167,179,58,764,19,24,13,5,124,10,17,15,57,8,87,9,14,145,172,56,177,0,0,9,367,13,10,33,3,0,0,0,11,4,5,139,413,66,9,15,178,15,0,33,32,365,22,0,0,0,29,58,10,444,266,0,6,1838,459,1085,135,86,0,0,2689,379,8,87,138,0,146,0,202,0,0,1182,8,763,0,75,155,113,0,27,0,6,8,15,0,8,0,24,0,0,0,66,0,116,0,111,15,207,320,224,80,0,0,0,5,123,0,93,26,0,0,0,3,8,0,3,23,0,6,0,0,0,0,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,4,4,16,0,0,3,51,0,4,0,0,4,0,0,4,250,0,3,0,3,29,0,83,0,3282
Bourke (A),0,0,1972,0,0,13,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,558
Brewarrina (A),0,0,1444,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
Broken Hill (C),0,0,15366,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,157,0,7,25,7,0,0,13,0,7,0,3,35,0,0,0,17,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,32,20,0,0,0,3,0,3,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,123,0,0,0,0,7,3,0,0,3,0,6,0,4,0,0,3,0,55,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,22,0,0,0,3,3,0,4,0,1545
Burwood (A),0,0,13759,0,0,359,0,5,51,8,3,0,0,0,0,0,0,0,0,0,11,137,0,0,11,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,5,379,0,13,46,4,0,0,167,0,16,8,45,87,0,0,0,15,5,0,3,0,6,0,0,4,5,0,0,0,0,0,0,1022,43,82,0,35,31,0,22,7,179,49,18,384,0,21,17,7,20,0,8,0,5,3,29,5,14,111,38,7,19,0,0,0,92,9,8,19,0,0,0,0,0,3,12,52,27,9,15,5,592,0,0,17,29,82,9,0,0,0,119,57,21,253,798,0,8,277,319,443,111,4,0,0,7573,759,25,8,399,0,102,4,1240,0,0,94,0,1561,0,1297,88,211,0,0,4,3,0,4,0,0,0,3,0,0,0,36,0,87,0,40,5,41,55,62,8,0,0,0,0,76,0,33,15,0,0,0,0,3,0,0,8,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,18,0,0,4,0,0,3,0,0,0,0,0,4,14,0,0,0,30,0,0,0,0,0,0,5,0,62,0,0,0,0,3,0,20,0,1983
Byron (A),0,0,21560,0,0,758,0,0,45,0,5,0,0,0,0,0,0,0,0,0,0,17,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1618,0,18,110,34,0,5,80,0,37,25,132,342,0,0,0,148,63,0,17,0,13,0,0,13,42,0,0,0,0,0,0,131,19,8,0,37,4,0,0,0,11,6,4,29,0,5,0,0,4,0,5,3,6,3,17,7,0,30,11,0,4,0,0,0,14,0,8,0,0,0,0,0,0,0,0,5,4,150,4,0,5,0,0,0,0,8,3,0,0,0,0,3,0,66,17,0,0,27,29,57,10,0,0,0,15,18,0,0,8,0,146,0,18,0,0,0,0,70,0,5,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,336,0,19,0,117,37,9,0,0,0,0,0,6,0,14,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,17,0,0,0,9,0,0,0,3,0,0,0,0,181,0,0,4,5,21,0,15,3,4362
Cabonne (A),0,0,11516,0,0,115,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,262,0,3,23,10,0,0,12,0,3,0,7,35,0,0,0,16,3,0,3,0,5,0,0,0,4,0,0,0,0,0,0,16,3,0,0,0,0,0,4,0,9,5,0,0,0,4,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,4,13,34,0,0,0,0,11,5,0,0,0,0,7,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,8,0,0,0,1074
Camden (A),0,0,60536,7,0,1072,0,3,39,0,3,0,0,0,0,0,0,0,0,0,8,535,0,3,103,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2458,4,134,418,93,0,0,262,0,56,9,43,256,0,0,0,155,24,0,19,0,21,0,0,9,12,0,0,0,0,0,0,524,309,60,0,39,88,0,95,3,191,33,76,93,0,40,28,0,107,0,10,0,26,3,32,3,8,146,36,8,17,0,0,6,157,7,8,29,0,0,0,0,0,0,12,85,294,9,21,31,268,0,0,9,13,34,14,0,0,0,16,84,88,139,163,0,0,91,116,547,59,14,0,0,493,78,0,0,47,0,21,0,53,0,0,67,0,676,0,44,152,128,0,94,13,0,0,14,0,0,0,0,0,0,0,93,0,182,4,97,3,38,243,32,4,0,0,0,0,73,0,144,8,0,0,0,3,33,0,0,10,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,18,0,0,4,0,0,0,3,0,0,0,0,5,28,0,0,0,120,0,5,0,0,5,0,12,7,367,0,10,3,13,150,0,20,0,3916
Campbelltown (C) (NSW),0,0,97309,0,0,4248,0,5,85,8,11,0,3,0,0,0,3,0,0,0,217,2679,4,15,1686,13,0,375,6,0,0,0,0,0,0,0,0,0,0,0,0,29,3915,0,167,761,124,0,4,328,0,103,19,80,482,0,0,0,250,28,0,43,0,46,0,0,11,22,0,0,0,0,0,0,481,270,159,0,125,154,0,220,27,392,88,187,313,5,129,37,3,144,5,40,8,71,12,115,14,10,481,114,32,68,6,0,7,798,20,12,110,17,0,0,22,11,18,68,199,703,30,111,107,1133,18,9,67,157,75,99,10,0,0,78,407,718,558,847,0,5,594,431,4112,124,88,0,0,1568,268,13,8,84,0,85,0,150,10,4,3353,12,4624,4,1095,1095,635,0,266,8,6,0,16,3,0,0,9,0,0,0,130,0,303,4,261,37,66,813,87,38,0,0,3,5,197,0,268,28,0,0,0,4,178,0,3,13,56,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,92,3,0,11,0,0,0,115,0,5,43,0,0,5,0,12,0,0,26,44,70,4,6,0,477,0,9,4,3,14,0,21,6,903,4,21,9,6,197,0,99,0,10371
Canada Bay (A),0,0,46865,0,0,1250,0,4,60,3,0,0,0,0,0,0,0,0,0,0,9,182,3,3,12,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2224,0,90,284,56,0,0,530,0,54,23,135,271,0,3,0,108,64,0,20,0,23,0,3,14,43,0,0,0,0,0,0,3672,125,114,0,146,93,4,65,24,164,117,56,661,0,36,41,6,88,5,18,11,38,5,90,14,16,189,90,50,47,0,0,6,370,12,7,21,5,0,0,0,4,16,9,333,56,32,31,48,435,4,5,212,42,251,40,0,0,0,83,59,20,358,654,0,6,386,717,712,240,12,0,0,8644,1191,38,5,277,0,216,0,3129,0,0,74,0,2110,6,378,155,364,0,13,9,0,0,14,0,0,0,13,0,0,5,150,0,367,4,110,8,214,166,169,25,0,0,3,0,85,0,81,44,0,0,0,5,12,0,0,43,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,32,0,0,5,0,0,3,5,4,0,0,0,5,40,3,0,4,82,0,0,5,0,0,0,3,0,433,0,20,6,13,50,0,57,0,5477
Canterbury-Bankstown (A),0,0,171652,0,0,4459,0,39,143,29,19,0,0,3,0,0,6,0,0,0,474,2242,4,35,739,16,8,736,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2837,0,96,387,79,0,7,548,0,144,35,223,751,0,0,0,199,65,0,47,0,65,0,0,21,52,3,0,0,0,0,0,3780,536,1736,0,261,267,48,345,56,616,1336,1971,7043,8,190,108,37,257,26,38,12,79,32,240,86,69,628,207,63,167,29,0,241,2850,89,146,438,41,0,0,11,18,28,482,628,1863,109,869,463,19817,14,30,375,2163,698,247,53,0,0,1443,503,141,1191,19067,0,24,3626,1862,4119,423,53,0,0,18847,2245,97,101,452,0,357,6,3212,16,6,7077,29,5070,8,2904,4850,649,0,467,13,13,3,15,3,0,0,35,0,0,0,204,0,533,6,296,15,428,544,357,161,0,0,9,10,321,0,277,86,0,0,3,9,74,9,5,42,16,8,0,0,0,0,4,5,4,12,0,3,0,0,3,4,0,0,0,0,0,0,18,0,0,0,0,0,0,6,0,0,5,0,0,6,0,0,4,0,30,9,0,0,17,427,60,7,41,4,3,0,255,0,48,471,5,0,23,6,0,0,5,32,250,158,0,0,0,639,0,7,5,8,10,0,5,201,551,0,43,15,32,159,0,228,5,21957
Carrathool (A),0,0,2178,0,0,25,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,4,10,0,0,0,9,0,0,0,8,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,7,0,0,7,0,4,0,23,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,9,0,0,0,280
Central Coast (C) (NSW),0,0,258367,10,0,5507,0,14,301,10,17,0,0,3,0,0,3,0,0,0,31,380,5,11,66,3,3,132,0,0,0,0,0,0,0,0,0,0,0,0,0,98,15125,7,344,1887,481,7,14,1051,0,209,59,279,1172,0,8,0,1003,130,0,164,0,116,0,7,42,147,0,0,0,0,12,0,886,637,124,0,155,129,10,72,20,268,64,38,331,3,75,45,4,93,0,63,16,98,25,185,52,30,339,234,52,92,0,0,13,354,11,16,8,8,0,0,10,3,8,7,122,59,50,19,8,191,5,6,23,50,88,32,3,0,0,64,71,33,563,307,5,10,383,418,1749,192,21,0,0,1497,267,9,4,118,0,276,0,571,0,0,67,0,1392,0,92,134,235,0,27,0,0,3,12,0,0,0,8,0,0,4,560,0,1053,0,178,6,141,305,98,25,0,0,0,19,123,0,286,20,0,0,0,9,24,7,0,22,5,5,0,11,0,0,0,3,0,8,0,0,5,0,0,6,0,0,0,0,0,6,9,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,4,0,0,0,5,10,0,0,4,0,0,0,43,0,0,0,0,5,4,11,0,0,0,5,9,79,0,0,6,144,0,8,19,0,0,4,9,0,1614,3,18,13,45,278,0,109,0,21304
Central Darling (A),0,0,1453,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296
Cessnock (C),0,0,47594,0,0,513,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5,49,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1042,0,23,211,29,0,0,52,0,30,5,16,165,0,0,0,79,9,0,8,0,13,0,0,0,3,0,0,0,0,0,0,38,23,5,0,11,15,0,0,0,12,4,0,8,0,6,0,0,8,0,3,0,7,0,9,9,4,20,4,0,7,0,0,0,8,0,0,0,3,0,0,0,0,0,0,9,0,0,4,0,16,0,0,0,0,5,0,0,0,0,0,0,5,92,14,0,4,22,38,178,9,0,0,0,50,12,0,0,6,0,11,0,18,0,0,5,0,100,0,10,17,12,0,3,0,0,0,0,0,0,0,0,0,0,0,40,0,89,0,10,0,4,17,4,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,91,0,0,0,3,17,0,11,0,4473
Clarence Valley (A),0,0,42430,3,0,557,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1280,0,27,153,41,0,0,43,0,43,11,28,154,0,0,0,165,29,0,23,0,11,0,0,5,15,0,0,0,0,0,0,34,25,6,0,10,7,0,0,0,6,0,0,16,0,4,0,0,0,0,3,0,7,4,3,5,3,10,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,6,5,0,0,0,0,0,6,47,26,0,0,25,34,152,6,0,0,0,56,26,0,0,12,0,22,0,5,0,0,3,0,90,3,4,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,117,0,4,0,5,15,3,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,4,0,91,3,4,0,5,29,0,4,0,4416
